vehicle_id,cust_id,driver_id,trip_id,trip_date,start_point,end_point,miles,trip_status,promotion_id
VH00010,1745995,DR00010,94224244285,9/3/2024,New York,Florida,36.78,Completed,RVKMRG
VH00010,6687811,DR00010,86378735137,9/17/2024,Missouri,District of Columbia,14.9,Completed,PRMKMR
VH00013,8458951,DR00013,99757635357,9/8/2024,New York,Missouri,38.29,Completed,MNUKMR
VH00014,7572128,DR00014,23676456764,9/14/2024,Nevada,Pennsylvania,31.12,Completed,N/A
VH00013,7888715,DR00013,63246969761,9/21/2024,Florida,District of Columbia,31.17,Trip Failed,RVKMRG
VH00020,1683498,DR00020,85585953578,9/5/2024,Virginia,Utah,11.33,Trip Failed,MKSMPK
VH00007,4668995,DR00007,57359455293,9/3/2024,Minnesota,Iowa,25.47,Completed,PRMKMR
VH00002,5691237,DR00002,94552649933,9/25/2024,Georgia,Iowa,13.57,Completed,LKHISD
VH00014,1191887,DR00014,72114879227,9/3/2024,Minnesota,South Carolina,20.65,Completed,RVKMRG
VH00008,4218461,DR00008,12955837474,9/27/2024,North Carolina,New York,18.99,Completed,MNUKMR
VH00003,1876145,DR00003,13375833746,9/18/2024,Ohio,Texas,33.61,Completed,LKHISD
VH00020,4665972,DR00020,71775462757,9/11/2024,New York,Washington,10.98,Completed,PRKMNU
VH00011,9597614,DR00011,48541935694,9/13/2024,California,Kansas,29.69,Completed,MNUKMR
VH00003,9731726,DR00003,19445861577,9/8/2024,Florida,Florida,28.02,Completed,LKHISD
VH00020,2832394,DR00020,18668725222,9/6/2024,North Dakota,Tennessee,18.02,Trip Failed,NEWUSR
VH00017,6152777,DR00017,71542446137,9/16/2024,Arizona,Texas,32.52,Completed,NEWUSR
VH00015,8156919,DR00015,52813174445,9/10/2024,Texas,Arizona,16.29,Completed,RVKMRG
VH00009,9485143,DR00009,44422264524,9/20/2024,Alabama,Oregon,16.89,Completed,LKHISD
VH00014,1468889,DR00014,53734257146,9/24/2024,New Mexico,Ohio,15.75,Completed,PRKMNU
VH00018,4441782,DR00018,56446792611,9/27/2024,North Carolina,Arizona,23.47,Completed,PRMKMR
VH00011,8963238,DR00011,24644998165,9/17/2024,North Carolina,Washington,22.47,Completed,MKSMPK
VH00002,4664732,DR00002,25357967786,9/3/2024,Virginia,Indiana,35.32,Completed,MKSMPK
VH00016,1553399,DR00016,65535273685,9/5/2024,California,Georgia,33.42,Completed,PRMKMR
VH00008,4668448,DR00008,65618333514,9/17/2024,Ohio,Ohio,32.5,Completed,LKHISD
VH00010,8786136,DR00010,46265694211,9/18/2024,Washington,Texas,11.82,Completed,RVKMRG
VH00002,2625945,DR00002,82955865437,9/8/2024,Louisiana,Maryland,37.45,Completed,PRKMNU
VH00019,4933148,DR00019,56947629868,9/16/2024,California,Arizona,12.7,Completed,N/A
VH00004,9385844,DR00004,52421735674,9/29/2024,Iowa,Ohio,11.46,Trip Failed,NEWUSR
VH00002,9289427,DR00002,35693559555,9/26/2024,Louisiana,Pennsylvania,17.07,Completed,LKHISD
VH00020,6962545,DR00020,93269369879,9/11/2024,Missouri,California,23.02,Completed,PRMKMR
VH00001,2731418,DR00001,72138436923,9/19/2024,Mississippi,Florida,32.96,Completed,MNUKMR
VH00017,8419244,DR00017,75954692935,9/1/2024,Kentucky,Illinois,38,Completed,NEWUSR
VH00017,4475641,DR00017,11787282658,9/12/2024,Virginia,Alabama,34.65,Completed,MNUKMR
VH00020,9253134,DR00020,22593657628,9/22/2024,West Virginia,Connecticut,15.28,Completed,N/A
VH00006,9253456,DR00006,22599494497,9/24/2024,Oklahoma,Alabama,23.5,Completed,PRKMNU
VH00017,2677346,DR00017,42857592127,9/28/2024,Texas,Virginia,38.57,Completed,N/A
VH00004,8571453,DR00004,51333734112,9/24/2024,Florida,Colorado,33.85,Completed,PRKMNU
VH00019,3993712,DR00019,39918977122,9/28/2024,Texas,Texas,25.69,Completed,LKHISD
VH00007,2531272,DR00007,95123353666,9/12/2024,California,Massachusetts,15.97,Completed,MNUKMR
VH00002,1597677,DR00002,83724693571,9/5/2024,District of Columbia,Delaware,24.08,Completed,RVKMRG
VH00003,4757483,DR00003,57512192538,9/6/2024,North Carolina,Texas,16.39,Trip Failed,LKHISD
VH00008,1686724,DR00008,37143848632,9/11/2024,Florida,Florida,17.49,Completed,PRKMNU
VH00017,8564771,DR00017,93198922961,9/17/2024,Minnesota,District of Columbia,18.62,Completed,PRMKMR
VH00003,7893954,DR00003,93468333233,9/11/2024,District of Columbia,Texas,20.63,Completed,RVKMRG
VH00018,4816347,DR00018,99281686988,9/22/2024,New Mexico,Arizona,10.36,Completed,PRMKMR
VH00012,9811493,DR00012,95551855989,9/26/2024,New York,Florida,25.9,Completed,PRKMNU
VH00014,9474684,DR00014,37729426532,9/16/2024,California,Virginia,30.9,Completed,LKHISD
VH00011,6696841,DR00011,73424598222,9/28/2024,Mississippi,Washington,12.77,Completed,LKHISD
VH00004,9126297,DR00004,16235919776,9/21/2024,California,Louisiana,14.03,Trip Failed,MKSMPK
VH00006,4484266,DR00006,92997376776,9/16/2024,North Dakota,Nevada,39.76,Completed,NEWUSR
VH00020,5771398,DR00020,81368617741,9/28/2024,Colorado,California,16.32,Completed,N/A
VH00006,4633673,DR00006,53118965499,9/25/2024,Florida,Oklahoma,37.91,Completed,MNUKMR
VH00010,3258663,DR00010,96435837838,9/2/2024,Washington,Texas,27.45,Completed,PRKMNU
VH00019,3116717,DR00019,25452649571,9/21/2024,Kentucky,Florida,36.93,Completed,MNUKMR
VH00014,2367311,DR00014,16194868196,9/1/2024,California,Texas,18.63,Completed,LKHISD
VH00018,4433439,DR00018,73372699619,9/16/2024,Michigan,New York,18.36,Completed,RVKMRG
VH00002,3961523,DR00002,73689429676,9/14/2024,Connecticut,Kansas,30.46,Completed,RVKMRG
VH00003,9162414,DR00003,69172594635,9/14/2024,Missouri,Nebraska,34.67,Completed,N/A
VH00014,3276626,DR00014,92452682236,9/7/2024,Georgia,Texas,39.92,Completed,RVKMRG
VH00008,5428295,DR00008,98349321983,9/22/2024,Texas,Ohio,10.08,Completed,RVKMRG
VH00004,4122781,DR00004,27635955968,9/6/2024,Delaware,Oregon,33.3,Completed,MKSMPK
VH00001,4212319,DR00001,15658146474,9/26/2024,Oklahoma,Ohio,24.15,Completed,RVKMRG
VH00003,4945996,DR00003,39574558483,9/25/2024,Arizona,Minnesota,24.05,Completed,MKSMPK
VH00013,4284528,DR00013,44494366782,9/29/2024,Florida,North Carolina,32.03,Completed,PRKMNU
VH00007,8924635,DR00007,69989361297,9/5/2024,Florida,Texas,37.24,Completed,MKSMPK
VH00014,7257125,DR00014,55378621219,9/29/2024,California,Virginia,23.72,Completed,PRKMNU
VH00012,8314968,DR00012,33366146884,9/29/2024,Illinois,North Carolina,11.91,Completed,MNUKMR
VH00005,2948198,DR00005,51257682512,9/24/2024,Ohio,Alabama,35.47,Completed,N/A
VH00020,2484572,DR00020,21348162276,9/20/2024,California,Massachusetts,16.29,Completed,LKHISD
VH00015,9956139,DR00015,17794884874,9/26/2024,California,New York,34.3,Completed,PRKMNU
VH00016,6642119,DR00016,36597242685,9/10/2024,Colorado,California,32.82,Completed,LKHISD
VH00017,4685429,DR00017,73489957687,9/28/2024,Virginia,District of Columbia,30.72,Trip Failed,MKSMPK
VH00011,5214924,DR00011,11194491297,9/2/2024,Texas,Texas,14.23,Trip Failed,RVKMRG
VH00019,9338212,DR00019,35922585281,9/18/2024,Georgia,Florida,14.81,Completed,NEWUSR
VH00020,2768527,DR00020,81273213334,9/13/2024,North Carolina,Ohio,29.29,Completed,PRKMNU
VH00008,8714378,DR00008,75482949237,9/27/2024,Texas,North Carolina,25.75,Completed,LKHISD
VH00010,4515894,DR00010,13335487555,9/25/2024,North Carolina,Pennsylvania,25.96,Completed,LKHISD
VH00015,7286513,DR00015,81634653181,9/28/2024,California,Texas,20.68,Completed,RVKMRG
VH00003,3731135,DR00003,84793988567,9/12/2024,New York,Georgia,19.77,Trip Failed,PRKMNU
VH00011,3884478,DR00011,84734942232,9/5/2024,District of Columbia,Pennsylvania,20.4,Completed,N/A
VH00009,8714883,DR00009,94859934878,9/27/2024,Arizona,Georgia,23.53,Completed,PRMKMR
VH00016,1296133,DR00016,56619126561,9/25/2024,Oregon,California,16.88,Completed,NEWUSR
VH00003,9374698,DR00003,23649614887,9/24/2024,District of Columbia,Colorado,34.04,Completed,RVKMRG
VH00013,9954519,DR00013,64919666245,9/6/2024,Indiana,Alabama,24.23,Completed,MKSMPK
VH00013,6645826,DR00013,11218533521,9/23/2024,Texas,California,34.69,Completed,PRKMNU
VH00001,2121971,DR00001,96992961119,9/7/2024,Indiana,California,28.11,Completed,NEWUSR
VH00008,7386877,DR00008,93384673529,9/28/2024,Ohio,Iowa,32.7,Completed,PRKMNU
VH00013,4389985,DR00013,63319291183,9/1/2024,Massachusetts,North Carolina,35.15,Completed,N/A
VH00007,4963442,DR00007,83213811114,9/16/2024,New York,California,10.95,Completed,PRMKMR
VH00017,7686564,DR00017,85983631521,9/6/2024,Florida,Florida,35.51,Completed,MKSMPK
VH00017,5721452,DR00017,11147294923,9/23/2024,New Jersey,Nevada,16.34,Completed,PRKMNU
VH00002,7539437,DR00002,64234367844,9/14/2024,Missouri,California,29.81,Completed,LKHISD
VH00011,4524266,DR00011,89558785221,9/6/2024,Florida,California,22.77,Completed,MNUKMR
VH00014,4622843,DR00014,38525966321,9/2/2024,Virginia,California,18.59,Completed,MKSMPK
VH00015,8338493,DR00015,15645522833,9/24/2024,California,Nebraska,21.32,Completed,RVKMRG
VH00011,9982877,DR00011,82367827389,9/7/2024,New York,New York,10.38,Completed,N/A
VH00014,1371929,DR00014,74818777597,9/16/2024,Missouri,Oklahoma,38.16,Completed,MKSMPK
VH00018,8616127,DR00018,36237447886,9/23/2024,New Jersey,California,34.03,Completed,RVKMRG
VH00019,9754933,DR00019,51734389154,9/16/2024,Colorado,Florida,22.21,Completed,N/A
VH00018,7663972,DR00018,99689851363,9/2/2024,South Carolina,Nevada,19.42,Completed,N/A
VH00007,4471375,DR00007,57871728714,9/24/2024,New York,New York,38.31,Completed,MKSMPK
VH00019,4857913,DR00019,52871926147,9/28/2024,New York,Texas,39.93,Completed,MNUKMR
VH00018,7689414,DR00018,97313947296,9/26/2024,Connecticut,Texas,11.62,Completed,NEWUSR
VH00005,4746339,DR00005,25519813233,9/12/2024,Colorado,Alabama,30.37,Completed,LKHISD
VH00015,4261683,DR00015,78748921228,9/23/2024,Missouri,Arizona,14.46,Completed,RVKMRG
VH00007,4262813,DR00007,77778112455,9/16/2024,Ohio,Connecticut,11.85,Completed,PRMKMR
VH00010,3721173,DR00010,61246711547,9/12/2024,California,Illinois,39.47,Completed,MKSMPK
VH00007,7413632,DR00007,27141689459,9/5/2024,District of Columbia,Alabama,37.18,Completed,LKHISD
VH00019,4886894,DR00019,51356979613,9/4/2024,Wisconsin,Connecticut,24.34,Completed,PRMKMR
VH00005,8874648,DR00005,43895395395,9/21/2024,California,Delaware,10.97,Completed,MKSMPK
VH00002,4962565,DR00002,76272499911,9/6/2024,Pennsylvania,Virginia,31.76,Completed,LKHISD
VH00016,1882375,DR00016,95364635561,9/18/2024,Florida,Florida,37.65,Trip Failed,NEWUSR
VH00018,3893919,DR00018,32776599314,9/2/2024,Iowa,California,20.19,Completed,NEWUSR
VH00018,5648445,DR00018,92326181123,9/23/2024,Ohio,Nevada,22.56,Completed,MNUKMR
VH00004,7553941,DR00004,82162537795,9/19/2024,District of Columbia,Colorado,33.87,Completed,MKSMPK
VH00006,7616197,DR00006,51774457944,9/19/2024,Illinois,West Virginia,28.45,Completed,NEWUSR
VH00019,7882882,DR00019,11612892175,9/7/2024,Wyoming,Ohio,27.49,Completed,RVKMRG
VH00003,5468655,DR00003,67812157152,9/24/2024,Indiana,Louisiana,26.59,Completed,PRMKMR
VH00013,9694326,DR00013,23555652987,9/24/2024,Pennsylvania,California,16.09,Completed,PRKMNU
VH00006,2919919,DR00006,67485816524,9/20/2024,Ohio,New York,31.82,Completed,N/A
VH00006,5855723,DR00006,78252137344,9/2/2024,Kentucky,Nevada,28.1,Completed,LKHISD
VH00007,9624781,DR00007,73683642694,9/21/2024,California,California,33.91,Completed,LKHISD
VH00004,8587425,DR00004,38726167917,9/6/2024,Utah,North Carolina,36.83,Completed,LKHISD
VH00013,2936361,DR00013,46982798313,9/4/2024,District of Columbia,Texas,27.78,Completed,PRKMNU
VH00013,3184689,DR00013,13298399928,9/15/2024,New York,Florida,32.41,Completed,NEWUSR
VH00018,9747159,DR00018,81592672317,9/28/2024,California,District of Columbia,20,Completed,PRKMNU
VH00010,1323736,DR00010,75742458835,9/14/2024,Arizona,Pennsylvania,27.42,Completed,PRMKMR
VH00005,2669278,DR00005,83734892129,9/10/2024,New York,New York,30.84,Completed,MNUKMR
VH00016,1997759,DR00016,69956323413,9/5/2024,Arkansas,Texas,18.36,Completed,PRKMNU
VH00009,9227989,DR00009,94958887528,9/19/2024,Texas,Washington,31.91,Completed,RVKMRG
VH00019,3359328,DR00019,67182569924,9/21/2024,West Virginia,Georgia,37.01,Completed,NEWUSR
VH00016,5837162,DR00016,45742145834,9/18/2024,District of Columbia,California,36.78,Completed,MKSMPK
VH00020,9558363,DR00020,37877141238,9/17/2024,Tennessee,Texas,24.32,Completed,PRKMNU
VH00001,5115714,DR00001,87592851158,9/28/2024,Texas,California,27.74,Completed,MKSMPK
VH00019,4466666,DR00019,12264114821,9/2/2024,Iowa,Florida,23.68,Completed,MKSMPK
VH00018,6458278,DR00018,12229952531,9/24/2024,Florida,Ohio,29.74,Completed,MKSMPK
VH00012,2973776,DR00012,32228827394,9/18/2024,Minnesota,Texas,18.36,Completed,PRMKMR
VH00011,3661971,DR00011,22935514125,9/13/2024,District of Columbia,Kansas,28.66,Completed,PRKMNU
VH00019,2811626,DR00019,31258416541,9/2/2024,Pennsylvania,New York,17.4,Completed,PRMKMR
VH00011,2111657,DR00011,95194736415,9/23/2024,Texas,Colorado,36.83,Completed,MKSMPK
VH00007,1167365,DR00007,98871943293,9/12/2024,Florida,Tennessee,12.94,Completed,PRMKMR
VH00004,7824838,DR00004,37439851915,9/27/2024,Illinois,Texas,10.59,Completed,LKHISD
VH00018,8744363,DR00018,81342674838,9/17/2024,North Carolina,Georgia,22.04,Completed,LKHISD
VH00009,5583712,DR00009,82228398743,9/25/2024,Florida,Connecticut,38.41,Trip Failed,PRKMNU
VH00020,3948217,DR00020,28674686819,9/19/2024,New York,Nevada,28.85,Completed,MNUKMR
VH00005,8998762,DR00005,57952166717,9/2/2024,Texas,South Dakota,25.22,Trip Failed,LKHISD
VH00002,6522831,DR00002,87966656136,9/22/2024,New York,Louisiana,11.45,Completed,LKHISD
VH00002,9659498,DR00002,79115525786,9/7/2024,District of Columbia,Virginia,36.25,Completed,N/A
VH00001,3752654,DR00001,26588629336,9/22/2024,Missouri,Alabama,34.17,Completed,RVKMRG
VH00016,9651784,DR00016,32399188329,9/7/2024,North Carolina,Montana,37.99,Completed,NEWUSR
VH00019,2985913,DR00019,63779325853,9/23/2024,Florida,Wyoming,16.9,Completed,MKSMPK
VH00001,4281623,DR00001,58497939513,9/5/2024,Florida,Florida,18.58,Completed,N/A
VH00013,2151246,DR00013,99386339911,9/26/2024,California,Missouri,21.83,Completed,MKSMPK
VH00018,6958576,DR00018,27591442898,9/10/2024,Florida,California,38.37,Completed,MNUKMR
VH00005,3956157,DR00005,86679679994,9/22/2024,New Mexico,Florida,22.16,Completed,MKSMPK
VH00004,9634797,DR00004,18573525916,9/17/2024,Texas,Florida,37.47,Completed,PRKMNU
VH00020,7448328,DR00020,13139362287,9/13/2024,West Virginia,California,30.75,Completed,N/A
VH00018,4863975,DR00018,83288724637,9/2/2024,Idaho,Utah,24.8,Completed,PRKMNU
VH00009,1788779,DR00009,18277393459,9/5/2024,Alabama,District of Columbia,15.71,Completed,PRKMNU
VH00015,4981839,DR00015,63533497796,9/7/2024,California,Florida,17.26,Completed,NEWUSR
VH00005,6656913,DR00005,19491633925,9/8/2024,Indiana,Arizona,25.28,Completed,RVKMRG
VH00006,9683487,DR00006,26962479918,9/8/2024,North Carolina,South Carolina,30.54,Completed,PRMKMR
VH00011,3222595,DR00011,85431674533,9/23/2024,California,Arkansas,34.22,Completed,NEWUSR
VH00018,4189925,DR00018,83657957843,9/23/2024,Kansas,South Carolina,27.03,Completed,NEWUSR
VH00015,1494691,DR00015,31996972189,9/23/2024,Indiana,Utah,28.04,Completed,LKHISD
VH00005,8842468,DR00005,43922557841,9/13/2024,Kansas,Ohio,16.97,Completed,PRMKMR
VH00012,5117438,DR00012,54669445345,9/29/2024,Kentucky,California,26.53,Completed,RVKMRG
VH00002,1679828,DR00002,27932627859,9/11/2024,Iowa,California,10.14,Trip Failed,PRKMNU
VH00010,5212827,DR00010,27834811126,9/15/2024,Florida,Utah,13.96,Completed,MKSMPK
VH00016,1148767,DR00016,37636474878,9/5/2024,Washington,District of Columbia,13.16,Completed,RVKMRG
VH00006,5754849,DR00006,59779732672,9/2/2024,Texas,Illinois,32.04,Completed,MKSMPK
VH00020,9493893,DR00020,77525293197,9/12/2024,California,Missouri,36.44,Completed,PRKMNU
VH00002,1323348,DR00002,62144331288,9/25/2024,Texas,Florida,21.18,Completed,NEWUSR
VH00006,5529777,DR00006,56921966325,9/27/2024,Kansas,California,10.49,Completed,MKSMPK
VH00006,9161688,DR00006,92384144356,9/2/2024,Ohio,Mississippi,13.86,Completed,RVKMRG
VH00010,5669932,DR00010,15741213776,9/23/2024,Virginia,District of Columbia,24.54,Completed,PRKMNU
VH00008,5466728,DR00008,11479316712,9/13/2024,North Carolina,Maine,28.44,Completed,PRMKMR
VH00018,7947935,DR00018,48311769453,9/1/2024,Arizona,Alabama,37.26,Completed,N/A
VH00004,7682475,DR00004,69297969112,9/19/2024,District of Columbia,Minnesota,38.04,Completed,MNUKMR
VH00015,9487458,DR00015,68513746585,9/26/2024,Ohio,West Virginia,30.62,Completed,LKHISD
VH00008,5665795,DR00008,75719434835,9/22/2024,Florida,Pennsylvania,29.89,Completed,PRKMNU
VH00006,3929873,DR00006,11827545182,9/16/2024,New York,Ohio,13.99,Completed,PRMKMR
VH00011,7218941,DR00011,68127827893,9/1/2024,Hawaii,Florida,33.12,Completed,LKHISD
VH00020,9534385,DR00020,46897228397,9/12/2024,South Carolina,Illinois,23.04,Completed,N/A
VH00020,6332964,DR00020,22844836135,9/25/2024,Texas,Indiana,14.74,Completed,RVKMRG
VH00001,8374282,DR00001,22532648488,9/7/2024,California,Colorado,32.76,Completed,MKSMPK
VH00019,5515297,DR00019,59459285951,9/21/2024,Georgia,California,22,Completed,RVKMRG
VH00016,7317386,DR00016,97149883955,9/10/2024,Virginia,Kentucky,21.02,Trip Failed,N/A
VH00019,1659931,DR00019,11476446835,9/4/2024,California,Florida,36.86,Completed,PRKMNU
VH00015,1811139,DR00015,76542182531,9/29/2024,Hawaii,West Virginia,26.99,Completed,PRKMNU
VH00005,9557593,DR00005,27227412227,9/14/2024,Pennsylvania,Florida,29.75,Completed,MNUKMR
VH00010,9557371,DR00010,85661971344,9/15/2024,Florida,Virginia,38.26,Completed,MKSMPK
VH00016,7148178,DR00016,54657122943,9/11/2024,Nevada,Texas,19.06,Completed,MNUKMR
VH00005,1233758,DR00005,82751721969,9/18/2024,California,Iowa,23.77,Completed,MNUKMR
VH00003,3855691,DR00003,83247847772,9/13/2024,Missouri,California,10.32,Completed,PRMKMR
VH00010,8939983,DR00010,76386212686,9/17/2024,District of Columbia,Texas,18.43,Completed,N/A
VH00012,8883288,DR00012,47996874572,9/18/2024,Tennessee,Ohio,35.05,Completed,MNUKMR
VH00006,2893242,DR00006,88455335459,9/5/2024,California,Virginia,14.13,Completed,NEWUSR
VH00012,9725736,DR00012,78268349195,9/24/2024,Indiana,Texas,19.82,Completed,PRKMNU
VH00005,6849565,DR00005,76338349277,9/20/2024,Utah,New York,26.35,Completed,PRKMNU
VH00005,8153776,DR00005,68896667453,9/6/2024,California,Wisconsin,32.66,Completed,RVKMRG
VH00015,8455333,DR00015,53843397667,9/15/2024,California,Arizona,22.43,Completed,PRKMNU
VH00017,8655722,DR00017,53141489359,9/23/2024,Minnesota,Texas,27.26,Completed,N/A
VH00015,3234458,DR00015,55271711571,9/6/2024,Georgia,South Carolina,27.32,Completed,RVKMRG
VH00007,4738158,DR00007,26399928477,9/1/2024,Utah,Idaho,18.26,Completed,NEWUSR
VH00019,6474843,DR00019,86336659765,9/26/2024,New York,New York,22.89,Completed,LKHISD
VH00016,9534124,DR00016,38694357861,9/23/2024,District of Columbia,District of Columbia,32.06,Trip Failed,PRMKMR
VH00016,2591594,DR00016,55895813592,9/13/2024,Florida,Colorado,14.55,Completed,RVKMRG
VH00019,1261527,DR00019,23575233922,9/21/2024,Illinois,California,35.66,Completed,RVKMRG
VH00004,2165241,DR00004,46431343495,9/14/2024,Arizona,Florida,17.56,Completed,RVKMRG
VH00013,7376993,DR00013,52113269331,9/21/2024,Kentucky,Florida,27.12,Completed,N/A
VH00017,5653256,DR00017,58789979678,9/27/2024,Texas,Alabama,19.18,Completed,PRMKMR
VH00005,2444291,DR00005,82214851331,9/23/2024,Texas,Tennessee,32.28,Completed,PRMKMR
VH00016,6827863,DR00016,24786194669,9/7/2024,Georgia,Missouri,19.03,Completed,PRKMNU
VH00001,7356542,DR00001,27223473955,9/11/2024,North Carolina,Maryland,14.26,Trip Failed,PRMKMR
VH00009,4271456,DR00009,32753274664,9/17/2024,Arizona,Colorado,38.07,Completed,MKSMPK
VH00016,3811713,DR00016,35848986713,9/20/2024,Colorado,Texas,32.25,Completed,N/A
VH00004,5536182,DR00004,77888279866,9/12/2024,California,New Jersey,33.94,Completed,PRMKMR
VH00007,3972422,DR00007,68368631965,9/13/2024,Indiana,Florida,28.16,Completed,MKSMPK
VH00010,7693191,DR00010,81263473196,9/16/2024,Colorado,New York,17.3,Completed,RVKMRG
VH00008,6944414,DR00008,66441312165,9/5/2024,Texas,California,38.34,Completed,RVKMRG
VH00008,2936942,DR00008,95779865166,9/19/2024,Kentucky,Texas,23.46,Completed,LKHISD
VH00019,9517954,DR00019,31333261391,9/7/2024,Louisiana,Pennsylvania,20.84,Completed,LKHISD
VH00006,3544883,DR00006,82378755868,9/6/2024,California,Wyoming,35.91,Completed,LKHISD
VH00016,9716338,DR00016,36185461186,9/8/2024,Georgia,Georgia,30.91,Completed,LKHISD
VH00016,3457617,DR00016,77256713173,9/10/2024,Virginia,California,11.7,Completed,NEWUSR
VH00010,6681397,DR00010,33394914446,9/29/2024,Minnesota,Rhode Island,36.06,Completed,LKHISD
VH00017,3856262,DR00017,66657874597,9/15/2024,Minnesota,California,16.88,Completed,LKHISD
VH00012,8225761,DR00012,61452956932,9/23/2024,Alaska,New York,22.69,Completed,MNUKMR
VH00009,5298831,DR00009,87689915582,9/20/2024,Pennsylvania,New York,11.54,Completed,PRKMNU
VH00017,9272493,DR00017,67554522438,9/7/2024,Georgia,Texas,38.2,Completed,MKSMPK
VH00013,8929641,DR00013,55434753496,9/15/2024,Connecticut,Virginia,17.17,Completed,PRMKMR
VH00019,2146333,DR00019,81586667616,9/15/2024,Georgia,Illinois,20.76,Completed,PRKMNU
VH00014,5179324,DR00014,25236599748,9/3/2024,California,Louisiana,24.12,Completed,PRKMNU
VH00007,7954933,DR00007,66134793716,9/19/2024,Texas,Texas,35.5,Completed,MNUKMR
VH00007,7996481,DR00007,43386427892,9/8/2024,Tennessee,Texas,18.74,Trip Failed,MNUKMR
VH00005,3265871,DR00005,28334766271,9/24/2024,Missouri,New York,33.92,Completed,MKSMPK
VH00006,7219597,DR00006,26527826396,9/15/2024,Massachusetts,Missouri,37.41,Completed,MKSMPK
VH00004,8117367,DR00004,24762971921,9/21/2024,New Jersey,Georgia,33.2,Completed,PRKMNU
VH00009,3283511,DR00009,56992672123,9/21/2024,Washington,Alabama,25.43,Completed,MKSMPK
VH00012,6252677,DR00012,11837794313,9/6/2024,Texas,Ohio,28.13,Completed,LKHISD
VH00013,4569747,DR00013,11949545649,9/15/2024,Minnesota,Arizona,39.52,Completed,PRMKMR
VH00012,1458724,DR00012,64873255431,9/14/2024,Michigan,Colorado,22.08,Completed,N/A
VH00007,8861968,DR00007,75374817269,9/24/2024,Alaska,District of Columbia,21.72,Completed,MKSMPK
VH00016,2196126,DR00016,81579317943,9/4/2024,Massachusetts,California,22.74,Trip Failed,LKHISD
VH00005,1845875,DR00005,39825725419,9/19/2024,Florida,California,38.48,Completed,RVKMRG
VH00002,1876922,DR00002,69643694951,9/4/2024,Florida,West Virginia,30.39,Completed,LKHISD
VH00011,2823834,DR00011,53811595188,9/21/2024,Georgia,North Dakota,17.51,Completed,N/A
VH00004,4896996,DR00004,86624654535,9/13/2024,Missouri,Minnesota,11.71,Trip Failed,N/A
VH00007,1291215,DR00007,68198118317,9/1/2024,Oklahoma,Texas,35.75,Completed,MKSMPK
VH00013,7457452,DR00013,19988748743,9/9/2024,California,New York,38.6,Completed,MKSMPK
VH00017,6833273,DR00017,72496283393,9/8/2024,New York,California,39.43,Completed,RVKMRG
VH00004,3163621,DR00004,97454265982,9/12/2024,Texas,Florida,30.45,Completed,RVKMRG
VH00011,8515717,DR00011,18163115249,9/9/2024,Florida,Georgia,36.52,Completed,RVKMRG
VH00009,3729525,DR00009,69331388732,9/9/2024,Michigan,West Virginia,29.68,Completed,NEWUSR
VH00012,7186425,DR00012,86532951784,9/27/2024,Ohio,Utah,24.68,Completed,N/A
VH00003,7796391,DR00003,79292543641,9/23/2024,Alabama,Washington,39.82,Completed,LKHISD
VH00010,2153263,DR00010,28624682858,9/29/2024,Florida,Kansas,34.37,Completed,PRMKMR
VH00012,2562241,DR00012,74217961855,9/5/2024,Michigan,Indiana,17.3,Completed,MKSMPK
VH00001,9276731,DR00001,38116788855,9/27/2024,Florida,Alabama,38.09,Completed,MKSMPK
VH00008,2717536,DR00008,69576225179,9/2/2024,Alabama,Texas,29.87,Completed,MNUKMR
VH00009,1158147,DR00009,51744613776,9/14/2024,Kansas,California,30.82,Completed,NEWUSR
VH00004,1565621,DR00004,14247988221,9/1/2024,Arizona,Louisiana,19.77,Completed,RVKMRG
VH00014,3564999,DR00014,48935288898,9/21/2024,Florida,Massachusetts,18.88,Completed,PRMKMR
VH00018,8786236,DR00018,18623464214,9/21/2024,Minnesota,California,38.45,Completed,PRMKMR
VH00011,9213533,DR00011,56826513827,9/2/2024,Florida,Arizona,26.8,Completed,NEWUSR
VH00020,6374972,DR00020,48557697434,9/29/2024,Texas,Ohio,11.16,Completed,PRMKMR
VH00004,6721745,DR00004,54644896848,9/6/2024,Ohio,Kentucky,26.32,Completed,RVKMRG
VH00010,8146871,DR00010,81866117289,9/6/2024,Kansas,Illinois,33.38,Completed,MKSMPK
VH00006,1436416,DR00006,91672663433,9/28/2024,Virginia,Minnesota,27.74,Completed,NEWUSR
VH00013,7171366,DR00013,74838958982,9/26/2024,Oklahoma,Ohio,31.21,Completed,PRKMNU
VH00012,5977437,DR00012,33418228572,9/28/2024,District of Columbia,Virginia,32.45,Completed,NEWUSR
VH00002,1888491,DR00002,81896487417,9/16/2024,Virginia,Rhode Island,10.87,Completed,NEWUSR
VH00007,9171489,DR00007,49211768492,9/19/2024,Texas,Alabama,17.91,Completed,LKHISD
VH00001,7342447,DR00001,75687796432,9/24/2024,Nevada,California,28.04,Completed,MNUKMR
VH00009,6282216,DR00009,83682289761,9/21/2024,Indiana,New York,21.86,Completed,MKSMPK
VH00012,3197956,DR00012,25929816426,9/18/2024,Pennsylvania,Florida,22.91,Completed,LKHISD
VH00002,2168221,DR00002,66732466481,9/11/2024,Florida,Washington,30.8,Trip Failed,PRKMNU
